ref_id,code,player,event_name,event_type,event_date,round,opp_first,opp_last,score,level,year,sofa_status,sofa_id,sofa_ts,sofa_tournament,sofa_category,sofa_round,sofa_opponent,name_score,round_agree,place_agree,days_outside_window,first_to_serve,final_result_only,event_state,pbp_marker
W09E:atp:2016/3376/ms011:PH71,W09E,Adam Walton,Australia F7,FU,2016-10-03,R16,Max,Purcell,4-6 4-6,ITF main draw,2016,linked,7244069,1475718900.0,"Australia F7, Singles",ITF Men,absent,Max Purcell,3.0,0.0,1.0,0.0,1,false,finished,True
W09E:atp:2016/3376/ms022:F034,W09E,Adam Walton,Australia F7,FU,2016-10-03,R32,Patrick,Flynn,6-3 6-1,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
W09E:atp:2017/363/qs019:SN44,W09E,Adam Walton,Knoxville,CH,2017-11-06,Q1,Bruno,Santanna,4-6 3-6,Challenger qualifying,2017,linked,7637848,1509898800.0,"Knoxville, USA, Qualifying",Challenger,Qualification,Bruno Santanna,3.0,1.0,1.0,0.0,absent,false,finished,False
W09E:atp:2019/382/ms001:G0AB,W09E,Adam Walton,M15 Champaign,FU,2019-09-09,F,Axel,Geller,3-6 6-4 3-6,ITF main draw,2019,linked,8410356,1568563200.0,"Champaign, Singles M-ITF-USA-27A",ITF Men,Final,Axel Geller,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2019/382/ms002:P0DF,W09E,Adam Walton,M15 Champaign,FU,2019-09-09,SF,Matheus,Pucinelli De Almeida,4-6 6-3 6-3,ITF main draw,2019,linked,8409702,1568476800.0,"Champaign, Singles M-ITF-USA-27A",ITF Men,Semifinals,Matheus Pucinelli de Almeida,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2019/382/ms005:F974,W09E,Adam Walton,M15 Champaign,FU,2019-09-09,QF,Tom,Fawcett,6-2 6-2,ITF main draw,2019,linked,8408891,1568406600.0,"Champaign, Singles M-ITF-USA-27A",ITF Men,Quarterfinals,Tom Fawcett,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2019/382/ms010:CF10,W09E,Adam Walton,M15 Champaign,FU,2019-09-09,R16,Nick,Chappell,4-6 6-4 6-0,ITF main draw,2019,linked,8408036,1568318700.0,"Champaign, Singles M-ITF-USA-27A",ITF Men,Round of 16,Nick Chappell,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2019/382/ms021:KI26,W09E,Adam Walton,M15 Champaign,FU,2019-09-09,R32,Noe,Khlif,6-0 6-2,ITF main draw,2019,linked,8406854,1568238000.0,"Champaign, Singles M-ITF-USA-27A",ITF Men,Round of 32,Noe Khlif,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2021/710/ms030:Z0AK,W09E,Adam Walton,"M15 Champaign, IL",FU,2021-09-13,R32,Tyler,Zink,3-6 6-7(4),ITF main draw,2021,unobserved,,,,,,,,,,,,,,False
W09E:atp:2021/363/ms031:AE14,W09E,Adam Walton,Knoxville,CH,2021-11-08,R32,Daniel,Altmaier,3-6 2-6,Challenger main draw,2021,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/734/ms016:SZ28,W09E,Adam Walton,M15 South Bend,FU,2022-06-20,R32,Kyle,Seelig,6-7(3) 2-6,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/535/ms001:TC01,W09E,Adam Walton,M15 Waco,FU,2022-07-04,F,Li,Tu,7-5 0-6 6-1,ITF main draw,2022,linked,10449906,1657459800.0,"Usa F21, Singles",ITF Men,Final,Li Tu,3.0,2.0,0.0,0.0,2,false,finished,True
W09E:atp:2022/535/ms003:M0ON,W09E,Adam Walton,M15 Waco,FU,2022-07-04,SF,Johannus,Monday,6-3 6-2,ITF main draw,2022,linked,10447422,1657373400.0,"Usa F21, Singles",ITF Men,Semifinals,Johannus Monday,3.0,2.0,0.0,0.0,1,false,finished,True
W09E:atp:2022/535/ms006:HH42,W09E,Adam Walton,M15 Waco,FU,2022-07-04,QF,Chih Chi,Huang,6-1 6-2,ITF main draw,2022,linked,10445291,1657287000.0,"Usa F21, Singles",ITF Men,Quarterfinals,Chih Chi Huang,3.0,2.0,0.0,0.0,2,false,finished,True
W09E:atp:2022/535/ms012:I426,W09E,Adam Walton,M15 Waco,FU,2022-07-04,R16,Masamichi,Imamura,6-1 6-4,ITF main draw,2022,linked,10441412,1657200600.0,"Usa F21, Singles",ITF Men,Round of 16,Masamichi Imamura,3.0,2.0,0.0,0.0,2,false,finished,True
W09E:atp:2022/535/ms025:W0AJ,W09E,Adam Walton,M15 Waco,FU,2022-07-04,R32,Seita,Watanabe,6-2 6-3,ITF main draw,2022,linked,10437584,1657114200.0,"Usa F21, Singles",ITF Men,Round of 32,Seita Watanabe,3.0,2.0,0.0,0.0,1,false,finished,True
W09E:atp:2022/8273/ms001:Y223,W09E,Adam Walton,M15 Cancun,FU,2022-07-11,F,Fernando,Yamacita,6-4 6-1,ITF main draw,2022,linked,10486984,1658068200.0,"Cancun, 2022 Mexico F10, Singles Qualifying",ITF Men,Final,Fernando Yamacita,3.0,0.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/8273/ms002:I426,W09E,Adam Walton,M15 Cancun,FU,2022-07-11,SF,Masamichi,Imamura,6-3 6-3,ITF main draw,2022,linked,10484909,1657980000.0,"Cancun, 2022 Mexico F10, Singles Qualifying",ITF Men,Semifinals,Masamichi Imamura,3.0,0.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/8273/ms005:S0EK,W09E,Adam Walton,M15 Cancun,FU,2022-07-11,QF,Matias,Soto,7-6(5) 6-2,ITF main draw,2022,linked,10468403,1657893600.0,"Cancun, 2022 Mexico F10, Singles Qualifying",ITF Men,Quarterfinals,Matias Soto,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/8273/ms010:O09L,W09E,Adam Walton,M15 Cancun,FU,2022-07-11,R16,Christian,Oliveira,6-1 6-1,ITF main draw,2022,linked,10463803,1657807200.0,"Cancun, 2022 Mexico F10, Singles Qualifying",ITF Men,Round of 16,Cristian Oliveira,1.0,0.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/8273/ms020:F0BV,W09E,Adam Walton,M15 Cancun,FU,2022-07-11,R32,Tomas,Farjat,6-0 6-1,ITF main draw,2022,linked,10456040,1657720800.0,"Cancun, 2022 Mexico F10, Singles Qualifying",ITF Men,Round of 32,Tomas Farjat,3.0,0.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4134/ms003:S0EK,W09E,Adam Walton,M15 Cancun,FU,2022-07-18,SF,Matias,Soto,4-6 6-1 4-6,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4134/ms007:AB70,W09E,Adam Walton,M15 Cancun,FU,2022-07-18,QF,Ivar Jose,Aramburu Contreras,6-0 6-0,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4134/ms015:GB41,W09E,Adam Walton,M15 Cancun,FU,2022-07-18,R16,Juan Sebastian,Gomez,6-2 6-3,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4134/ms030:B0I5,W09E,Adam Walton,M15 Cancun,FU,2022-07-18,R32,Blaise,Bicknell,6-0 6-1,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4156/ms002:A0B6,W09E,Adam Walton,M15 Cancun,FU,2022-08-08,SF,Jaimee Floyd,Angele,4-6 2-6,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4156/ms005:Z0AK,W09E,Adam Walton,M15 Cancun,FU,2022-08-08,QF,Tyler,Zink,6-4 6-4,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4156/ms010:R0F1,W09E,Adam Walton,M15 Cancun,FU,2022-08-08,R16,Johan Alexander,Rodriguez,6-1 6-4,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4156/ms020:WB36,W09E,Adam Walton,M15 Cancun,FU,2022-08-08,R32,Chukang,Wang,6-3 6-4,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4161/ms001:PG56,W09E,Adam Walton,M15 Cancun,FU,2022-08-15,F,Jorge,Panta,6-1 3-6 4-6,ITF main draw,2022,linked,10612198,1661094000.0,"Cancun, Singles Main, M-ITF-MEX-15A",ITF Men,Final,Jorge Brian Panta,2.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4161/ms002:A0B6,W09E,Adam Walton,M15 Cancun,FU,2022-08-15,SF,Jaimee Floyd,Angele,7-5 6-3,ITF main draw,2022,linked,10608383,1661007600.0,"Cancun, Singles Main, M-ITF-MEX-15A",ITF Men,Semifinals,Jaimee Floyd Angele,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4161/ms005:RH88,W09E,Adam Walton,M15 Cancun,FU,2022-08-15,QF,Alan Fernando,Rubio Fierros,6-1 6-1,ITF main draw,2022,linked,10605546,1660919400.0,"Cancun, Singles Main, M-ITF-MEX-15A",ITF Men,Quarterfinals,Alan Fernando Rubio Fierros,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4161/ms010:A0IY,W09E,Adam Walton,M15 Cancun,FU,2022-08-15,R16,Luis Carlos,Alvarez,6-1 6-2,ITF main draw,2022,linked,10600091,1660831200.0,"Cancun, Singles Main, M-ITF-MEX-15A",ITF Men,Round of 16,Luis Carlos Alvarez Valdes,2.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4161/ms020:S0WP,W09E,Adam Walton,M15 Cancun,FU,2022-08-15,R32,Sebastian Rafael,Sotelo,6-4 6-2,ITF main draw,2022,linked,10592739,1660746600.0,"Cancun, Singles Main, M-ITF-MEX-15A",ITF Men,Round of 32,Sebastian Rafael Sotelo,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4171/ms001:AG08,W09E,Adam Walton,M15 Cancun,FU,2022-08-22,F,Andy,Andrade,7-6(3) 2-6 6-3,ITF main draw,2022,linked,10642881,1661695200.0,"Cancun, Singles Main, M-ITF-MEX-16A",ITF Men,Final,Andres Andrade,1.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4171/ms002:HH32,W09E,Adam Walton,M15 Cancun,FU,2022-08-22,SF,Alejandro,Hoyos,6-2 6-1,ITF main draw,2022,linked,10638354,1661612400.0,"Cancun, Singles Main, M-ITF-MEX-16A",ITF Men,Semifinals,Alejandro Hoyos Franco,2.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4171/ms004:CJ60,W09E,Adam Walton,M15 Cancun,FU,2022-08-22,QF,Alexandr,Cozbinov,7-6(5) 6-1,ITF main draw,2022,linked,10635489,1661534100.0,"Cancun, Singles Main, M-ITF-MEX-16A",ITF Men,Quarterfinals,Alexandr Cozbinov,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4171/ms009:RH88,W09E,Adam Walton,M15 Cancun,FU,2022-08-22,R16,Alan Fernando,Rubio Fierros,6-3 6-2,ITF main draw,2022,linked,10628595,1661443200.0,"Cancun, Singles Main, M-ITF-MEX-16A",ITF Men,Round of 16,Alan Fernando Rubio Fierros,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4171/ms019:W0AK,W09E,Adam Walton,M15 Cancun,FU,2022-08-22,R32,Emmett,Ward IV,6-1 6-1,ITF main draw,2022,linked,10619139,1661364600.0,"Cancun, Singles Main, M-ITF-MEX-16A",ITF Men,Round of 32,Emmett Ward,2.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4186/ms005:M0OQ,W09E,Adam Walton,M25 Darwin,FU,2022-09-12,QF,James,McCabe,3-6 6-7(3),ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4186/ms011:EA27,W09E,Adam Walton,M25 Darwin,FU,2022-09-12,R16,Blake,Ellis,3-6 6-2 6-4,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4186/ms023:P0LA,W09E,Adam Walton,M25 Darwin,FU,2022-09-12,R32,Thomas,Patton,6-3 6-2,ITF main draw,2022,linked,10683870,1663133400.0,"Darwin, Singles Main, M-ITF-AUS-09A",ITF Men,Round of 32,Thomas Patton,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4192/ms003:S0IA,W09E,Adam Walton,M25 Darwin,FU,2022-09-19,SF,Dane,Sweeny,6-7(4) 7-6(8) 6-7(5),ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4192/ms006:M0OQ,W09E,Adam Walton,M25 Darwin,FU,2022-09-19,QF,James,McCabe,6-4 3-6 6-0,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4192/ms012:C0MS,W09E,Adam Walton,M25 Darwin,FU,2022-09-19,R16,Ethan,Cook,6-2 6-3,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4192/ms024:M0CE,W09E,Adam Walton,M25 Darwin,FU,2022-09-19,R32,Arjun,Mehrotra,3-1,ITF main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2022/4227/ms002:BI81,W09E,Adam Walton,M25 Cairns,FU,2022-10-03,SF,Alex,Bolt,3-6 7-5 4-6,ITF main draw,2022,linked,10745159,1665196800.0,"Cairns, Singles Main, M-ITF-AUS-11A",ITF Men,Semifinals,Alex Bolt,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4227/ms005:M0OQ,W09E,Adam Walton,M25 Cairns,FU,2022-10-03,QF,James,McCabe,6-4 7-6(2),ITF main draw,2022,linked,10739060,1665104400.0,"Cairns, Singles Main, M-ITF-AUS-11A",ITF Men,Quarterfinals,James McCabe,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4227/ms011:DC38,W09E,Adam Walton,M25 Cairns,FU,2022-10-03,R16,Jake,Delaney,6-7(5) 6-3 6-0,ITF main draw,2022,linked,10737636,1665014400.0,"Cairns, Singles Main, M-ITF-AUS-11A",ITF Men,Round of 16,Jake Delaney,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4227/ms023:V0D2,W09E,Adam Walton,M25 Cairns,FU,2022-10-03,R32,Nikita,Volonski,6-3 6-4,ITF main draw,2022,linked,10735361,1664939100.0,"Cairns, Singles Main, M-ITF-AUS-11A",ITF Men,Round of 32,Nikita Volonski,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4235/ms005:SZ28,W09E,Adam Walton,M25 Cairns,FU,2022-10-10,QF,Kyle,Seelig,4-6 2-6,ITF main draw,2022,linked,10763614,1665705600.0,"Cairns, Singles Main, M-ITF-AUS-12A",ITF Men,Quarterfinals,Kyle Seelig,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2022/4235/ms011:S0TQ,W09E,Adam Walton,M25 Cairns,FU,2022-10-10,R16,Rhys,Searant,2-1,ITF main draw,2022,linked,10756058,1665641700.0,"Cairns, Singles Main, M-ITF-AUS-12A",ITF Men,Round of 16,Rhys Searant,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/4235/ms023:G0KI,W09E,Adam Walton,M25 Cairns,FU,2022-10-10,R32,Thomas Nicholas,Gadecki,6-1 6-1,ITF main draw,2022,linked,10753742,1665536400.0,"Cairns, Singles Main, M-ITF-AUS-12A",ITF Men,Round of 32,Thomas Nicholas Gadecki,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2022/7586/ms029:R0DC,W09E,Adam Walton,Playford,CH,2022-10-24,R32,Ajeet,Rai,6-2 3-6 5-7,Challenger main draw,2022,linked,10839481,1666740600.0,"Playford, Australia",Challenger,Round of 32,Ajeet Rai,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2022/2817/ms006:G09C,W09E,Adam Walton,Sydney,CH,2022-10-31,QF,Marek,Gengel,2-6 0-6,Challenger main draw,2022,linked,10841762,1667526600.0,"Sydney, Australia",Challenger,Quarterfinals,Marek Gengel,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2022/2817/ms013:V832,W09E,Adam Walton,Sydney,CH,2022-10-31,R16,Aleksandar,Vukic,7-6(8) 6-1,Challenger main draw,2022,linked,10841759,1667345400.0,"Sydney, Australia",Challenger,Round of 16,Aleksandar Vukić,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2022/2817/ms026:EA27,W09E,Adam Walton,Sydney,CH,2022-10-31,R32,Blake,Ellis,4-6 6-3 7-6(5),Challenger main draw,2022,linked,10846600,1667184300.0,"Sydney, Australia",Challenger,Round of 32,Blake Ellis,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2022/363/ms018:S0K7,W09E,Adam Walton,Knoxville,CH,2022-11-07,R32,Zachary,Svajda,4-6 6-4 3-6,Challenger main draw,2022,linked,10863574,1667947200.0,"Knoxville,USA",Challenger,Round of 32,Zachary Svajda,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2022/637/ms020:E865,W09E,Adam Walton,Champaign,CH,2022-11-14,R32,Christopher,Eubanks,3-6 3-6,Challenger main draw,2022,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/7393/qs024:CG94,W09E,Adam Walton,Canberra,CH,2023-01-02,Q1,Enzo,Couacaud,6-3 1-6 2-6,Challenger qualifying,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/580/qs058:G967,W09E,Adam Walton,Australian Open,GS,2023-01-16,Q2,Peter,Gojowczyk,6-2 2-6 4-6,Tour qualifying,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/580/qs116:A596,W09E,Adam Walton,Australian Open,GS,2023-01-16,Q1,Pablo,Andujar,6-1 6-2,Tour qualifying,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/5018/ms005:PG94,W09E,Adam Walton,Burnie,CH,2023-01-30,QF,Marc,Polmans,3-6 3-6,Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/5018/ms011:SL92,W09E,Adam Walton,Burnie,CH,2023-01-30,R16,Shuichi,Sekiguchi,6-3 6-2,Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/5018/ms022:M0B2,W09E,Adam Walton,Burnie,CH,2023-01-30,R32,Yuki,Mochizuki,7-5 6-1,Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/8175/ms005:N707,W09E,Adam Walton,M25 Burnie,FU,2023-02-06,QF,Naoki,Nakagawa,6-7(6) 3-6,ITF main draw,2023,linked,11050167,1675995600.0,"Burnie, Singles Main, M-ITF-AUS-01A",ITF Men,Quarterfinals,Naoki Nakagawa,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/8175/ms010:SL92,W09E,Adam Walton,M25 Burnie,FU,2023-02-06,R16,Shuichi,Sekiguchi,6-1 6-7(3) 7-6(3),ITF main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/8175/ms020:O498,W09E,Adam Walton,M25 Burnie,FU,2023-02-06,R32,Issei,Okamura,6-3 6-4,ITF main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/7197/ms003:SZ28,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-13,SF,Kyle,Seelig,4-6 2-6,ITF main draw,2023,linked,11084059,1677333600.0,"Santo Domingo, Singles Main, M-ITF-DOM-02A",ITF Men,Semifinals,Kyle Seelig,3.0,2.0,1.0,4.0,2,false,finished,True
W09E:atp:2023/7197/ms006:M0NB,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-13,QF,Aidan,Mayo,7-5 6-7(3) 7-5,ITF main draw,2023,linked,11065933,1676640600.0,"Santo Domingo, Singles Main, M-ITF-DOM-01A",ITF Men,Quarterfinals,Aidan Mayo,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/7197/ms012:H0C9,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-13,R16,Arklon,Huertas Del Pino Cordova,6-4 7-5,ITF main draw,2023,linked,11064216,1676561100.0,"Santo Domingo, Singles Main, M-ITF-DOM-01A",ITF Men,Round of 16,Arklon Huertas Del Pino Cordova,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/7197/ms024:B0QW,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-13,R32,Leanid,Boika,6-3 6-2,ITF main draw,2023,linked,11062572,1676475000.0,"Santo Domingo, Singles Main, M-ITF-DOM-01A",ITF Men,Round of 32,Leanid Boika,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/7468/ms001:BI81,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-20,F,Alex,Bolt,6-4 1-6 6-7(5),ITF main draw,2023,linked,11086313,1677420000.0,"Santo Domingo, Singles Main, M-ITF-DOM-02A",ITF Men,Final,Alex Bolt,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/7468/ms003:SZ28,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-20,SF,Kyle,Seelig,6-2 6-3,ITF main draw,2023,linked,11068625,1676728800.0,"Santo Domingo, Singles Main, M-ITF-DOM-01A",ITF Men,Semifinals,Kyle Seelig,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/7468/ms007:SG56,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-20,QF,Daniel,Dutra da Silva,6-3 6-1,ITF main draw,2023,linked,11082369,1677255300.0,"Santo Domingo, Singles Main, M-ITF-DOM-02A",ITF Men,Quarterfinals,Daniel Dutra Da Silva,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/7468/ms014:R0J0,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-20,R16,Yannik,Rahman,6-0 6-2,ITF main draw,2023,linked,11080094,1677172200.0,"Santo Domingo, Singles Main, M-ITF-DOM-02A",ITF Men,Round of 16,Yannik Rahman,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/7468/ms028:BP79,W09E,Adam Walton,M25 Santo Domingo,FU,2023-02-20,R32,Peter,Bertran,6-7(3) 6-4 6-3,ITF main draw,2023,linked,11075704,1677078000.0,"Santo Domingo, Singles Main, M-ITF-DOM-02A",ITF Men,Round of 32,Peter Bertran,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/7911/qs023:D0DT,W09E,Adam Walton,Puerto Vallarta,CH,2023-03-06,Q1,Martin,Damm,6-7(6) 3-6,Challenger qualifying,2023,linked,11105387,1678057200.0,"Puerto Vallarta, Mexico, Qualifying",Challenger,Qualification round 1,Martin Damm Jr,2.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2023/8191/ms020:K0HL,W09E,Adam Walton,"M25 Bakersfield, CA",FU,2023-03-13,R32,Kyle,Kang,3-6 4-6,ITF main draw,2023,linked,11128232,1678906800.0,"Bakersfield, Singles Main, M-ITF-USA-08A",ITF Men,Round of 32,Kyle Kang,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/8201/ms031:R0D3,W09E,Adam Walton,"M25 Calabasas, CA",FU,2023-03-20,R32,Andrew,Rogers,2-6 6-3 7-10,ITF main draw,2023,linked,11153196,1679605200.0,"Calabasas, Singles Main, M-ITF-USA-09A",ITF Men,Round of 32,Andrew Rogers,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2023/213/ms018:R0A7,W09E,Adam Walton,San Luis Potosi,CH,2023-04-03,R32,Joao Lucas,Reis Da Silva,1-6 6-3 4-6,Challenger main draw,2023,linked,11185153,1680561000.0,"San Luis Potosi, Mexico",Challenger,Round of 32,Joao Lucas Reis da Silva,3.0,2.0,1.0,0.0,absent,false,finished,False
W09E:atp:2023/2867/ms013:BP41,W09E,Adam Walton,Leon,CH,2023-04-10,R16,Antoine,Bellier,6-7(1) 6-7(5),Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/2867/ms026:V0DP,W09E,Adam Walton,Leon,CH,2023-04-10,R32,Adolfo Daniel,Vallejo,6-4 6-3,Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/2867/qs011:L0GH,W09E,Adam Walton,Leon,CH,2023-04-10,Q2,Mark,Lajal,7-5 6-3,Challenger qualifying,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/2867/qs022:A0KG,W09E,Adam Walton,Leon,CH,2023-04-10,Q1,Luciano,Alcocer,6-3 6-3,Challenger qualifying,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/6963/ms025:P0J1,W09E,Adam Walton,Morelos,CH,2023-04-17,R32,Rodrigo,Pacheco Mendez,4-6 6-3 1-6,Challenger main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/6608/ms002:K0E6,W09E,Adam Walton,M25 Tbilisi,FU,2023-04-24,SF,Alibek,Kachmazov,7-6(2) 3-6 3-6,ITF main draw,2023,linked,11246430,1682748000.0,"Tbilisi, Singles Main, M-ITF-GEO-01A",ITF Men,Semifinals,Alibek Kachmazov,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/6608/ms004:P0EA,W09E,Adam Walton,M25 Tbilisi,FU,2023-04-24,QF,Saba,Purtseladze,6-0 3-6 6-1,ITF main draw,2023,linked,11241797,1682667000.0,"Tbilisi, Singles Main, M-ITF-GEO-01A",ITF Men,Quarterfinals,Saba Purtseladze,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/6608/ms008:DH46,W09E,Adam Walton,M25 Tbilisi,FU,2023-04-24,R16,Alexander,Donski,6-1 6-2,ITF main draw,2023,linked,11239466,1682575200.0,"Tbilisi, Singles Main, M-ITF-GEO-01A",ITF Men,Round of 16,Alexander Donski,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/6608/ms016:AD04,W09E,Adam Walton,M25 Tbilisi,FU,2023-04-24,R32,Sarp,Agabigun,6-2 6-1,ITF main draw,2023,unobserved,,,,,,,,,,,,,,False
W09E:atp:2023/6632/ms001:K0HO,W09E,Adam Walton,M15 Tbilisi,FU,2023-05-01,F,Orel,Kimhi,6-1 6-2,ITF main draw,2023,linked,11260989,1683352800.0,"Tbilisi, Singles Main, M-ITF-GEO-02A",ITF Men,Final,Orel Kimhi,3.0,2.0,1.0,0.0,2,false,finished,True
W09E:atp:2023/6632/ms002:EA27,W09E,Adam Walton,M15 Tbilisi,FU,2023-05-01,SF,Blake,Ellis,4-2,ITF main draw,2023,linked,11259319,1683282600.0,"Tbilisi, Singles Main, M-ITF-GEO-02A",ITF Men,Semifinals,Blake Ellis,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/6632/ms004:T0AG,W09E,Adam Walton,M15 Tbilisi,FU,2023-05-01,QF,Zura,Tkemaladze,6-3 6-2,ITF main draw,2023,linked,11257328,1683199800.0,"Tbilisi, Singles Main, M-ITF-GEO-02A",ITF Men,Quarterfinals,Zura Tkemaladze,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/6632/ms008:Z09B,W09E,Adam Walton,M15 Tbilisi,FU,2023-05-01,R16,Alexander,Zgirovsky,6-1 6-0,ITF main draw,2023,linked,11255296,1683120600.0,"Tbilisi, Singles Main, M-ITF-GEO-02A",ITF Men,Round of 16,Alexander Zgirovsky,3.0,2.0,1.0,0.0,1,false,finished,True
W09E:atp:2023/6632/ms016:L09D,W09E,Adam Walton,M15 Tbilisi,FU,2023-05-01,R32,Aliaksandr,Liaonenka,6-4 6-3,ITF main draw,2023,linked,11252680,1683029400.0,"Tbilisi, Singles Main, M-ITF-GEO-02A",ITF Men,Round of 32,Aliaksandr Liaonenka,3.0,2.0,1.0,0.0,1,false,finished,True
