ref_id,code,player,event_name,event_type,event_date,round,opp_first,opp_last,score,level,year,sofa_status,sofa_id,sofa_ts,sofa_tournament,sofa_category,sofa_round,sofa_opponent,name_score,round_agree,place_agree,days_outside_window,first_to_serve,final_result_only,event_state,pbp_marker
CH12:atp:2018/6809/ms002:BA65,CH12,Jan Choinski,Meerbusch,CH,2018-08-13,SF,Dustin,Brown,6-4 6-3,Challenger main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/6809/ms004:Z419,CH12,Jan Choinski,Meerbusch,CH,2018-08-13,QF,Bernabe,Zapata Miralles,5-7 6-2 6-1,Challenger main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/6809/ms008:BU13,CH12,Jan Choinski,Meerbusch,CH,2018-08-13,R16,Zizou,Bergs,6-3 6-4,Challenger main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/6809/ms017:H804,CH12,Jan Choinski,Meerbusch,CH,2018-08-13,R32,Andreas,Haider-Maurer,6-1 6-4,Challenger main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/6387/ms001:SQ79,CH12,Jan Choinski,Belgium F9,FU,2018-08-20,F,Colin,Sinclair,3-6 7-6(0) 6-3,ITF main draw,2018,linked,7951365,1535288400.0,"Belgium F9, Singles",ITF Men,Final,Colin Sinclair,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2018/6387/ms002:B0DQ,CH12,Jan Choinski,Belgium F9,FU,2018-08-20,SF,Samuel,Brosset,6-3 6-3,ITF main draw,2018,linked,7950760,1535198400.0,"Belgium F9, Singles",ITF Men,Semifinals,Samuel Brosset,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2018/6387/ms004:A09T,CH12,Jan Choinski,Belgium F9,FU,2018-08-20,QF,Dan,Added,6-3 6-0,ITF main draw,2018,linked,7948185,1535112000.0,"Belgium F9, Singles",ITF Men,Quarterfinals,Dan Added,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2018/6387/ms008:S0GZ,CH12,Jan Choinski,Belgium F9,FU,2018-08-20,R16,Nikolas,Sanchez Izquierdo,6-3 6-3,ITF main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/6387/ms016:M09H,CH12,Jan Choinski,Belgium F9,FU,2018-08-20,R32,Felipe,Martinez Sarrasague,6-2 6-0,ITF main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2018/7316/ms026:Y124,CH12,Jan Choinski,Cary,CH,2018-09-10,R32,Donald,Young,7-6(4) 2-6 1-6,Challenger main draw,2018,linked,7974972,1536711000.0,"Cary, USA",Challenger,Round of 32,Donald Young,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2018/7318/ms029:W09G,CH12,Jan Choinski,Columbus,CH,2018-09-17,R32,J.J.,Wolf,5-7 4-6,Challenger main draw,2018,linked,7988768,1537202100.0,"Columbus, USA",Challenger,Round of 32,Jeffrey John Wolf,1.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2018/1768/qs007:O340,CH12,Jan Choinski,Tiburon,CH,2018-09-24,Q3,Roberto,Ortega-Olmedo,6-7(1) 3-6,Challenger qualifying,2018,linked,7996424,1537808400.0,"Tiburon, USA, Qualifying",Challenger,Qualification,R. Ortega-Olmedo,1.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/1768/qs014:GB42,CH12,Jan Choinski,Tiburon,CH,2018-09-24,Q2,Alejandro,Gomez,6-4 1-6 6-0,Challenger qualifying,2018,linked,7995559,1537722000.0,"Tiburon, USA, Qualifying",Challenger,Qualification,A. Gómez,1.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/1768/qs028:J0AU,CH12,Jan Choinski,Tiburon,CH,2018-09-24,Q1,Ryder,Jackson,6-0 6-3,Challenger qualifying,2018,linked,7994920,1537635600.0,"Tiburon, USA, Qualifying",Challenger,Round of 32,Jackson Ryder,3.0,1.0,1.0,0.0,absent,false,canceled,False
CH12:atp:2018/3351/ms023:RH16,CH12,Jan Choinski,Stockton,CH,2018-10-01,R32,Casper,Ruud,3-6 0-6,Challenger main draw,2018,linked,8004112,1538499600.0,"Stockton, USA",Challenger,Round of 32,Casper Ruud,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/7339/qs012:HH06,CH12,Jan Choinski,Fairfield,CH,2018-10-08,Q2,Marc-Andrea,Huesler,3-6 1-6,Challenger qualifying,2018,linked,8013879,1538931600.0,"Fairfield, USA, Qualifying",Challenger,Qualification,Marc-Andrea Huesler,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/7339/qs024:GH46,CH12,Jan Choinski,Fairfield,CH,2018-10-08,Q1,William,Griffith,6-4 7-6(6),Challenger qualifying,2018,linked,8012654,1538853900.0,"Fairfield, USA, Qualifying",Challenger,Qualification,William Griffith,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/9128/ms011:RH16,CH12,Jan Choinski,Calgary,CH,2018-10-15,R16,Casper,Ruud,3-6 2-6,Challenger main draw,2018,linked,8026787,1539882000.0,"Calgary, Canada",Challenger,Round of 16,Casper Ruud,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2018/9128/ms022:KE64,CH12,Jan Choinski,Calgary,CH,2018-10-15,R32,Stefan,Kozlov,6-3 6-3,Challenger main draw,2018,linked,8022936,1539635400.0,"Calgary, Canada",Challenger,Round of 32,Stefan Kozlov,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2018/7345/ms026:O340,CH12,Jan Choinski,Las Vegas,CH,2018-10-22,R32,Roberto,Ortega-Olmedo,3-6 4-6,Challenger main draw,2018,linked,8031399,1540334700.0,"Las Vegas, USA",Challenger,Round of 32,R. Ortega-Olmedo,1.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/6055/qs008:BT72,CH12,Jan Choinski,Charlottesville,CH,2018-10-29,Q2,Nuno,Borges,3-6 6-1 3-6,Challenger qualifying,2018,linked,8036273,1540746900.0,"Charlottesville, USA, Qualifying",Challenger,Qualification,Nuno Borges,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/6055/qs016:SQ48,CH12,Jan Choinski,Charlottesville,CH,2018-10-29,Q1,Ryan,Shane,4-6 6-2 7-6(4),Challenger qualifying,2018,linked,8035425,1540676700.0,"Charlottesville, USA, Qualifying",Challenger,Qualification,Ryan Shane,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2018/363/qs016:SQ48,CH12,Jan Choinski,Knoxville,CH,2018-11-05,Q1,Ryan,Shane,6-3 1-6 6-7(5),Challenger qualifying,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9152/ms054:R0A5,CH12,Jan Choinski,Orlando,CH,2018-12-31,R64,Sam,Riffice,1-6 6-2 3-6,Challenger main draw,2018,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7318/ms007:W09G,CH12,Jan Choinski,Columbus,CH,2019-01-07,QF,J.J.,Wolf,2-6 1-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7318/ms014:GA71,CH12,Jan Choinski,Columbus,CH,2019-01-07,R16,Laurynas,Grigelis,7-6(4) 4-6 6-2,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7318/ms028:BM95,CH12,Jan Choinski,Columbus,CH,2019-01-07,R32,Benjamin,Bonzi,6-3 6-3,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7318/ms057:G892,CH12,Jan Choinski,Columbus,CH,2019-01-07,R64,Alejandro,Gonzalez,6-2 6-3,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7845/ms034:HB05,CH12,Jan Choinski,Newport Beach,CH,2019-01-21,R64,Christian,Harrison,2-6 7-6(5) 4-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9154/ms029:BA65,CH12,Jan Choinski,Cleveland,CH,2019-01-28,R32,Dustin,Brown,6-7(5) 6-1 6-7(1),Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9154/ms058:J439,CH12,Jan Choinski,Cleveland,CH,2019-01-28,R64,Tom,Jomby,6-2 2-1,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/695/ms020:O522,CH12,Jan Choinski,Dallas,CH,2019-02-04,R32,Reilly,Opelka,6-4 3-6 4-6,Challenger main draw,2019,linked,8130249,1549403100.0,"Dallas, USA",Challenger,Round of 32,Reilly Opelka,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/695/ms041:Z09K,CH12,Jan Choinski,Dallas,CH,2019-02-04,R64,Evan,Zhu,6-4 6-4,Challenger main draw,2019,linked,8126676,1549337100.0,"Dallas, USA",Challenger,Round of 64,Evan Zhu,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/854/ms007:MJ01,CH12,Jan Choinski,Bergamo,CH,2019-02-18,QF,Roberto,Marcora,6-7(3) 3-6,Challenger main draw,2019,linked,8146627,1550829600.0,"Bergamo, Italy",Challenger,Quarterfinals,Roberto Marcora,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/854/ms015:CI14,CH12,Jan Choinski,Bergamo,CH,2019-02-18,R16,Jay,Clarke,7-5 1-6 6-1,Challenger main draw,2019,linked,8145426,1550741400.0,"Bergamo, Italy",Challenger,Round of 16,Jay Clarke,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/854/ms031:A0BA,CH12,Jan Choinski,Bergamo,CH,2019-02-18,R32,Federico,Arnaboldi,6-3 6-1,Challenger main draw,2019,linked,8144054,1550601600.0,"Bergamo, Italy",Challenger,Round of 32,Federico Arnaboldi,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/854/ms062:BM95,CH12,Jan Choinski,Bergamo,CH,2019-02-18,R64,Benjamin,Bonzi,6-0 4-2,Challenger main draw,2019,linked,8141310,1550502600.0,"Bergamo, Italy",Challenger,Round of 64,Benjamin Bonzi,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/9162/ms010:BK92,CH12,Jan Choinski,Pau,CH,2019-02-25,R16,Alexander,Bublik,4-6 2-6,Challenger main draw,2019,linked,8152903,1551362700.0,"Pau, France",Challenger,Round of 16,Alexander Bublik,3.0,2.0,0.0,0.0,1,false,finished,True
CH12:atp:2019/9162/ms021:PG32,CH12,Jan Choinski,Pau,CH,2019-02-25,R32,Adam,Pavlasek,6-4 7-5,Challenger main draw,2019,linked,8151049,1551213300.0,"Pau, France",Challenger,Round of 32,Adam Pavlasek,3.0,2.0,0.0,0.0,2,false,finished,True
CH12:atp:2019/9162/ms042:G935,CH12,Jan Choinski,Pau,CH,2019-02-25,R64,Sergio,Gutierrez-Ferrol,7-5 2-6 6-3,Challenger main draw,2019,linked,8149818,1551092400.0,"Pau, France",Challenger,Round of 64,S. Gutiérrez-Ferrol,1.0,2.0,0.0,0.0,1,false,finished,True
CH12:atp:2019/7874/ms007:MH16,CH12,Jan Choinski,Lille,CH,2019-03-18,QF,Yannick,Maden,3-6 3-6,Challenger main draw,2019,linked,8172460,1553262300.0,"Lille, France",Challenger,Quarterfinals,Yannick Maden,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7874/ms014:RH54,CH12,Jan Choinski,Lille,CH,2019-03-18,R16,Rayane,Roumane,4-6 6-4 7-6(4),Challenger main draw,2019,linked,8170289,1553165400.0,"Lille, France",Challenger,Round of 16,Rayane Roumane,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/7874/ms029:H997,CH12,Jan Choinski,Lille,CH,2019-03-18,R32,Yannick,Hanfmann,6-0 6-4,Challenger main draw,2019,linked,8168396,1552990800.0,"Lille, France",Challenger,Round of 32,Yannick Hanfmann,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/7874/ms058:HA28,CH12,Jan Choinski,Lille,CH,2019-03-18,R64,Filip,Horansky,6-4 6-4,Challenger main draw,2019,linked,8167350,1552913100.0,"Lille, France",Challenger,Round of 64,F. Horanský,1.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/9171/ms021:Y268,CH12,Jan Choinski,Murcia,CH,2019-04-08,R32,Mikael,Ymer,2-6 4-6,Challenger main draw,2019,linked,8190321,1554886800.0,"Murcia, Spain",Challenger,Round of 32,Mikael Ymer,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/9171/ms042:V758,CH12,Jan Choinski,Murcia,CH,2019-04-08,R64,David,Vega Hernandez,6-3 6-3,Challenger main draw,2019,linked,8189110,1554800400.0,"Murcia, Spain",Challenger,Round of 64,David Vega Hernandez,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/3824/ms061:PH64,CH12,Jan Choinski,Bordeaux,CH,2019-04-29,R64,Andrea,Pellegrino,1-2,Challenger main draw,2019,linked,8205121,1556535600.0,"Bordeaux, France",Challenger,Round of 64,Andrea Pellegrino,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2019/9005/ms042:K964,CH12,Jan Choinski,Ilkley,CH,2019-06-17,R64,Brydan,Klein,6-2 5-7 2-6,Challenger main draw,2019,linked,8250910,1560864000.0,"Ilkley, Great Britain",Challenger,Round of 64,Brydan Klein,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/540/qs102:D994,CH12,Jan Choinski,Wimbledon,GS,2019-07-01,Q1,James,Duckworth,1-6 5-7,Tour qualifying,2019,linked,8262679,1561370400.0,"Wimbledon, London, GB, Qualifying, 1st - 2nd Round",ATP,Qualification,James Duckworth,3.0,1.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/9196/ms037:AE14,CH12,Jan Choinski,Ludwigshafen,CH,2019-07-01,R64,Daniel,Altmaier,4-6 6-7(4),Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9198/ms015:CG33,CH12,Jan Choinski,Amersfoort,CH,2019-07-15,R16,Kimmer,Coppejans,6-7(5) 4-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9198/ms030:D776,CH12,Jan Choinski,Amersfoort,CH,2019-07-15,R32,Thiemo,de Bakker,6-2 5-7 6-2,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/9198/ms061:O408,CH12,Jan Choinski,Amersfoort,CH,2019-07-15,R64,Ricardo,Ojeda Lara,6-2 6-3,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/600/ms028:MM66,CH12,Jan Choinski,Prague,CH,2019-07-22,R32,Nikola,Milojevic,3-6 0-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/600/ms057:SF41,CH12,Jan Choinski,Prague,CH,2019-07-22,R64,Aldin,Setkic,6-3 6-7(3) 6-2,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7922/ms007:HA28,CH12,Jan Choinski,Sopot,CH,2019-07-29,QF,Filip,Horansky,1-6 0-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7922/ms015:J400,CH12,Jan Choinski,Sopot,CH,2019-07-29,R16,Jeremy,Jahn,6-3 6-7(7) 6-4,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7922/ms030:BE68,CH12,Jan Choinski,Sopot,CH,2019-07-29,R32,Tomislav,Brkic,3-6 6-4 6-3,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/8266/ms046:O376,CH12,Jan Choinski,Augsburg,CH,2019-08-05,R64,Renzo,Olivo,4-6 4-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6809/ms003:KD70,CH12,Jan Choinski,Meerbusch,CH,2019-08-12,SF,Pedja,Krstin,4-6 1-6,Challenger main draw,2019,linked,8363769,1566045000.0,"Meerbusch, Germany",Challenger,Semifinals,Pedja Krstin,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/6809/ms007:WB25,CH12,Jan Choinski,Meerbusch,CH,2019-08-12,QF,Louis,Wessels,6-3 6-3,Challenger main draw,2019,linked,8363494,1565963100.0,"Meerbusch, Germany",Challenger,Quarterfinals,Louis Wessels,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/6809/ms014:KC56,CH12,Jan Choinski,Meerbusch,CH,2019-08-12,R16,Aslan,Karatsev,6-4 6-7(4) 7-6(6),Challenger main draw,2019,linked,8361172,1565953200.0,"Meerbusch, Germany",Challenger,Round of 16,Aslan Karatsev,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/6809/ms028:M915,CH12,Jan Choinski,Meerbusch,CH,2019-08-12,R32,Daniel,Munoz de la Nava,6-2 6-4,Challenger main draw,2019,linked,8359070,1565775300.0,"Meerbusch, Germany",Challenger,Round of 32,Daniel Muñoz de la Nava,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/3473/ms015:PG20,CH12,Jan Choinski,Como,CH,2019-08-26,R16,Dmitry,Popko,6-2 2-6 1-6,Challenger main draw,2019,linked,8389217,1567090800.0,"Como, Italy",Challenger,Round of 16,Dmitry Popko,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/3473/ms031:CE25,CH12,Jan Choinski,Como,CH,2019-08-26,R32,Salvatore,Caruso,7-6(2) 6-2,Challenger main draw,2019,linked,8383682,1567074000.0,"Como, Italy",Challenger,Round of 32,Salvatore Caruso,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/3473/ms062:BS86,CH12,Jan Choinski,Como,CH,2019-08-26,R64,Tomas,Barrios Vera,6-2 6-3,Challenger main draw,2019,linked,8381479,1566820800.0,"Como, Italy",Challenger,Round of 64,Tomás Barrios Vera,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/1763/ms034:TE30,CH12,Jan Choinski,Genova,CH,2019-09-02,R64,Alejandro,Tabilo,0-6 2-6,Challenger main draw,2019,linked,8393382,1567411200.0,"Genoa, Italy",Challenger,Round of 64,Alejandro Tabilo,3.0,2.0,0.0,0.0,2,false,finished,True
CH12:atp:2019/448/ms042:BF98,CH12,Jan Choinski,Szczecin,CH,2019-09-09,R64,Alessandro,Bega,4-6 1-6,Challenger main draw,2019,linked,8401110,1568047800.0,"Szczecin, Poland",Challenger,Round of 64,Alessandro Bega,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/9132/ms062:M915,CH12,Jan Choinski,Barcelona,CH,2019-09-30,R64,Daniel,Munoz de la Nava,3-6 6-7(5),Challenger main draw,2019,linked,8434257,1569851100.0,"Barcelona, Spain",Challenger,Round of 64,Daniel Muñoz de la Nava,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/2136/ms001:SG13,CH12,Jan Choinski,M15 Bad Salzdetfurth,FU,2019-10-07,F,Stefan,Seifert,6-3 6-1,ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/2136/ms003:K906,CH12,Jan Choinski,M15 Bad Salzdetfurth,FU,2019-10-07,SF,Michal,Konecny,6-4 6-3,ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/2136/ms007:S0GV,CH12,Jan Choinski,M15 Bad Salzdetfurth,FU,2019-10-07,QF,Robert,Strombachs,3-6 7-6(5) 6-2,ITF main draw,2019,linked,8453325,1570784400.0,"Bad Salzdetfurth, Singles M-ITF-GER-14A",ITF Men,Quarterfinals,Robert Strombachs,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/2136/ms015:KH44,CH12,Jan Choinski,M15 Bad Salzdetfurth,FU,2019-10-07,R16,Ondrej,Krstev,6-4 6-3,ITF main draw,2019,linked,8451969,1570698000.0,"Bad Salzdetfurth, Singles M-ITF-GER-14A",ITF Men,Round of 16,Ondřej Krstev,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/2136/ms031:T0BV,CH12,Jan Choinski,M15 Bad Salzdetfurth,FU,2019-10-07,R32,Osman,Torski,6-3 6-2,ITF main draw,2019,linked,8449771,1570532400.0,"Bad Salzdetfurth, Singles M-ITF-GER-14A",ITF Men,Round of 32,Osman Torski,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/7793/ms058:AE14,CH12,Jan Choinski,Ismaning,CH,2019-10-14,R64,Daniel,Altmaier,6-4 4-6 6-7(8),Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/8297/ms020:ML57,CH12,Jan Choinski,Hamburg,CH,2019-10-21,R32,Gianluca,Mager,4-6 4-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/8297/ms041:W0AN,CH12,Jan Choinski,Hamburg,CH,2019-10-21,R64,Milan,Welte,6-3 6-0,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/83/qs002:DC76,CH12,Jan Choinski,Eckental,CH,2019-10-28,Q1,Viktor,Durasovic,3-6 2-6,Challenger qualifying,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6204/ms012:HA71,CH12,Jan Choinski,Ortisei,CH,2019-11-11,R16,Antoine,Hoang,5-7 4-6,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6204/ms025:O449,CH12,Jan Choinski,Ortisei,CH,2019-11-11,R32,Oscar,Otte,7-6(9) 6-3,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6204/ms050:H896,CH12,Jan Choinski,Ortisei,CH,2019-11-11,R64,Jose,Hernandez-Fernandez,4-6 7-6(2) 6-4,Challenger main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6675/ms004:SQ86,CH12,Jan Choinski,M15 Sarreguemines,FU,2019-11-18,QF,Hugo,Schott,6-4 4-6 4-6,ITF main draw,2019,linked,8506525,1574445000.0,"Sarreguemines, Singles M-ITF-FRA-22A",ITF Men,Quarterfinals,Hugo Schott,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/6675/ms008:FC25,CH12,Jan Choinski,M15 Sarreguemines,FU,2019-11-18,R16,Boris,Fassbender,6-3 6-2,ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/6675/ms016:RH62,CH12,Jan Choinski,M15 Sarreguemines,FU,2019-11-18,R32,Mats,Rosenkranz,4-6 6-3 7-6(3),ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7197/ms001:AE14,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-11-25,F,Daniel,Altmaier,3-6 6-4 4-6,ITF main draw,2019,linked,8513181,1575208800.0,"Santo Domingo, Singles M-ITF-DOM-01A",ITF Men,Final,Daniel Altmaier,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7197/ms002:J0A4,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-11-25,SF,Paul,Jubb,6-4 7-5,ITF main draw,2019,absent,,,,,,,,,,,,,,False
CH12:atp:2019/7197/ms004:H0C9,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-11-25,QF,Arklon,Huertas Del Pino Cordova,6-2 6-1,ITF main draw,2019,linked,8511386,1575035700.0,"Santo Domingo, Singles M-ITF-DOM-01A",ITF Men,Quarterfinals,Arklon Huertas Del Pino Cordova,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7197/ms008:Z239,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-11-25,R16,Federico,Zeballos,6-4 6-3,ITF main draw,2019,linked,8510741,1574947800.0,"Santo Domingo, Singles M-ITF-DOM-01A",ITF Men,Round of 16,Federico Zeballos,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7197/ms016:CI19,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-11-25,R32,A.J.,Catanzariti,6-1 6-2,ITF main draw,2019,linked,8510015,1574865000.0,"Santo Domingo, Singles M-ITF-DOM-01A",ITF Men,Round of 32,A J Catanzariti,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7468/ms001:U182,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-12-02,F,Camilo,Ugo Carabelli,6-0 6-0,ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7468/ms002:J0A4,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-12-02,SF,Paul,Jubb,6-2 6-1,ITF main draw,2019,linked,8512356,1575122400.0,"Santo Domingo, Singles M-ITF-DOM-01A",ITF Men,Semifinals,Paul Jubb,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2019/7468/ms004:O634,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-12-02,QF,Jose,Olivares,6-1 6-4,ITF main draw,2019,unobserved,,,,,,,,,,,,,,False
CH12:atp:2019/7468/ms008:K0EU,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-12-02,R16,Toby,Kodat,6-1 6-0,ITF main draw,2019,linked,8516766,1575554400.0,"Santo Domingo, Singles M-ITF-DOM-02A",ITF Men,Round of 16,Toby Alex Kodat,2.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2019/7468/ms016:BP79,CH12,Jan Choinski,M15 Santo Domingo,FU,2019-12-02,R32,Peter,Bertran,6-2 6-1,ITF main draw,2019,linked,8514745,1575477600.0,"Santo Domingo, Singles M-ITF-DOM-02A",ITF Men,Round of 32,Peter Bertran,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2020/8367/ms024:I0A7,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-02,R32,Nicholas David,Ionel,3-6 4-6,ITF main draw,2020,linked,9151077,1604484600.0,"Greece F10, Singles",ITF Men,Round of 32,Nicholas David Ionel,3.0,2.0,0.0,0.0,1,false,finished,True
CH12:atp:2020/9417/ms013:FC26,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-09,R16,Evan,Furness,4-6 0-6,ITF main draw,2020,linked,9166943,1605252600.0,"Heraklion, 2020 Greece F11, Singles Qualifying",ITF Men,Round of 16,Evan Furness,3.0,0.0,1.0,0.0,absent,false,finished,False
CH12:atp:2020/9417/ms027:HB48,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-09,R32,Calvin,Hemery,4-2,ITF main draw,2020,unobserved,,,,,,,,,,,,,,False
CH12:atp:2020/9419/ms013:D0AR,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-16,R16,Mateus,Alves,2-6 4-6,ITF main draw,2020,unobserved,,,,,,,,,,,,,,False
CH12:atp:2020/9419/ms027:J09X,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-16,R32,Filip Cristian,Jianu,6-2 2-6 4-2,ITF main draw,2020,unobserved,,,,,,,,,,,,,,False
CH12:atp:2020/9421/ms027:S0AR,CH12,Jan Choinski,M15 Heraklion,FU,2020-11-23,R32,Timo,Stodder,2-6 4-6,ITF main draw,2020,unobserved,,,,,,,,,,,,,,False
CH12:atp:2021/8144/ms002:Z0AB,CH12,Jan Choinski,M15 St. Petersburg,FU,2021-02-01,SF,Alexey,Zakharov,6-7(3) 1-6,ITF main draw,2021,linked,9327068,1612598400.0,"St. Petersburg, Singles M-ITF-RUS-01A",ITF Men,Semifinals,Alexey Zakharov,3.0,2.0,1.0,0.0,1,false,finished,True
