8312|2025-11-24|CH|1
2955|2025-11-17|CH|2
4465|2025-11-03|FU|2
2895|2025-10-13|CH|1
9814|2025-10-06|CH|1
2889|2025-09-29|CH|1
448|2025-09-08|CH|1
1763|2025-09-01|CH|2
2933|2025-08-25|CH|3
8266|2025-08-18|CH|3
2043|2025-08-11|CH|3
2120|2025-08-04|CH|1
1591|2025-07-21|FU|3
472|2025-07-14|CH|1
1214|2025-06-30|CH|3
4750|2025-06-23|FU|5
4942|2025-06-16|CH|1
558|2025-06-02|CH|1
4689|2025-05-19|FU|5
4686|2025-05-12|FU|1
2923|2025-05-05|CH|1
2919|2025-04-28|CH|5
4646|2025-04-21|FU|2
4616|2025-03-31|FU|5
4605|2025-03-24|FU|5
4600|2025-03-17|FU|2
2985|2025-03-10|CH|1
2983|2025-03-03|CH|1
4533|2025-02-10|FU|3
2965|2025-02-03|CH|1
2835|2025-01-27|CH|4
2901|2025-01-20|CH|1
9678|2025-01-13|CH|2
