6446|2025-12-15|FU|5
6442|2025-12-08|FU|2
8348|2025-12-01|FU|2
9450|2025-11-17|FU|5
8335|2025-11-10|FU|4
4459|2025-10-27|FU|1
5169|2025-10-20|FU|1
4863|2025-10-13|FU|1
4444|2025-09-29|FU|1
4791|2025-09-22|FU|3
4408|2025-09-15|FU|2
7085|2025-09-08|CH|1
4392|2025-08-25|FU|5
4384|2025-08-11|FU|5
4377|2025-08-04|FU|3
4986|2025-07-21|FU|2
9868|2025-07-14|FU|4
4127|2025-07-07|FU|2
4168|2025-06-30|FU|1
4733|2025-06-09|FU|3
4724|2025-06-02|FU|3
4696|2025-05-19|FU|1
4676|2025-05-12|FU|2
4626|2025-04-07|FU|2
4618|2025-03-31|FU|1
4563|2025-03-10|FU|3
4568|2025-03-03|FU|1
4552|2025-02-24|FU|2
4918|2025-02-10|FU|2
4908|2025-02-03|FU|1
