4630|2024-12-16|PZ|0
7235|2024-11-11|CH|2
363|2024-11-04|CH|2
6055|2024-10-28|CH|2
2951|2024-10-21|CH|3
7339|2024-10-07|CH|4
1768|2024-09-30|CH|2
2803|2024-09-23|CH|1
8281|2024-09-16|CH|1
7345|2024-09-09|CH|1
560|2024-08-26|GS|1
422|2024-08-12|1000|3
586|2024-07-29|CH|1
2797|2024-07-22|CH|3
877|2024-07-15|CH|1
7542|2024-07-08|CH|3
2883|2024-07-01|CH|1
2873|2024-06-03|CH|5
9188|2024-05-27|CH|3
2278|2024-05-13|CH|1
2921|2024-05-06|CH|2
6965|2024-04-29|CH|2
717|2024-04-01|250|2
4592|2024-03-18|FU|2
4573|2024-03-11|FU|5
807|2024-02-26|500|1
7480|2024-02-19|250|3
499|2024-02-12|250|1
424|2024-02-05|250|1
2905|2024-01-22|CH|3
2903|2024-01-15|CH|5
2795|2024-01-08|CH|3
2791|2024-01-01|CH|3
