9653|2021-12-13|CH|3
8312|2021-12-06|CH|1
9639|2021-11-29|CH|1
9631|2021-11-22|CH|1
9162|2021-11-15|CH|2
7395|2021-10-18|CH|1
9132|2021-10-04|CH|1
9171|2021-09-27|CH|1
7913|2021-09-20|CH|5
1702|2021-09-13|FU|4
784|2021-09-06|CH|1
9550|2021-08-23|CH|1
1520|2021-08-16|FU|5
9540|2021-08-09|CH|2
2120|2021-08-02|CH|1
783|2021-07-26|CH|1
8394|2021-07-12|CH|1
599|2021-07-05|FU|3
347|2021-06-28|FU|2
3463|2021-06-21|CH|1
7009|2021-06-14|CH|3
7536|2021-06-07|CH|1
9505|2021-05-24|CH|5
844|2021-05-17|FU|1
829|2021-05-10|FU|1
8183|2021-04-19|FU|1
8211|2021-04-12|FU|2
7878|2021-03-29|CH|3
9472|2021-03-22|CH|4
8153|2021-03-08|FU|5
9458|2021-03-01|CH|2
9456|2021-02-22|CH|2
398|2021-02-08|CH|1
