8369|2023-11-13|FU|2
6204|2023-10-23|CH|5
4443|2023-10-09|FU|4
812|2023-10-02|FU|4
813|2023-09-25|FU|5
6802|2023-09-18|FU|3
728|2023-09-11|FU|2
9120|2023-09-04|CH|1
6917|2023-08-21|FU|1
4142|2023-08-07|FU|5
6090|2023-07-31|FU|1
9533|2023-07-24|CH|2
7433|2023-06-26|FU|1
7429|2023-06-19|FU|2
7405|2023-05-22|FU|4
7404|2023-05-15|FU|2
7402|2023-05-08|FU|3
9842|2023-05-01|FU|3
5067|2023-04-24|CH|1
6963|2023-04-17|CH|2
8176|2023-03-27|FU|1
1796|2023-03-20|CH|2
8156|2023-03-13|FU|1
347|2023-03-06|FU|2
