2825|2023-11-27|CH|1
2823|2023-11-20|CH|2
4642|2023-11-06|FU|2
8297|2023-10-16|CH|1
4444|2023-10-09|FU|3
4438|2023-10-02|FU|5
7913|2023-09-25|CH|2
6590|2023-09-18|CH|1
784|2023-09-04|CH|2
3473|2023-08-28|CH|1
8266|2023-08-21|CH|1
1607|2023-08-07|CH|1
9540|2023-07-31|CH|2
221|2023-07-17|CH|2
4361|2023-07-10|FU|5
1214|2023-07-03|CH|1
6757|2023-06-19|CH|6
7536|2023-06-12|CH|1
809|2023-05-22|FU|5
810|2023-05-15|FU|2
275|2023-05-08|FU|5
9879|2023-05-01|FU|2
8253|2023-04-24|FU|3
9687|2023-04-10|CH|3
8211|2023-04-03|FU|3
2855|2023-03-27|CH|1
2853|2023-03-20|CH|1
2827|2023-03-13|CH|1
9430|2023-03-06|CH|1
8248|2023-02-27|FU|3
398|2023-02-13|CH|1
2839|2023-01-30|CH|1
8148|2023-01-23|FU|3
9623|2023-01-16|CH|1
2833|2023-01-09|CH|1
