7235|2025-11-10|CH|5
363|2025-11-03|CH|4
6055|2025-10-27|CH|3
8297|2025-10-20|CH|2
2893|2025-10-13|CH|4
9625|2025-10-06|CH|3
812|2025-09-15|FU|5
5151|2025-09-08|DC|1
9120|2025-09-01|CH|5
7973|2025-08-25|CH|1
2789|2025-08-04|CH|5
472|2025-07-14|CH|2
7542|2025-07-07|CH|3
7316|2025-06-30|CH|4
4739|2025-06-09|FU|1
2993|2025-05-26|CH|1
2925|2025-05-19|CH|3
4680|2025-05-12|FU|3
4655|2025-04-28|FU|3
2997|2025-04-21|CH|1
2995|2025-04-14|CH|3
4575|2025-03-10|FU|2
4583|2025-03-03|FU|5
4547|2025-02-17|FU|5
4916|2025-02-10|FU|2
9554|2025-01-20|FU|4
8134|2025-01-13|FU|1
4897|2025-01-06|FU|4
