2963|2025-11-10|CH|1
8310|2025-11-03|CH|1
3035|2025-10-27|CH|1
8297|2025-10-20|CH|1
7485|2025-10-13|250|1
5014|2025-09-29|1000|2
3013|2025-09-22|CH|2
4713|2025-09-15|250|2
2937|2025-09-08|CH|3
6313|2025-09-01|CH|1
560|2025-08-25|GS|1
2789|2025-08-04|CH|1
221|2025-07-21|CH|2
9198|2025-07-14|CH|3
540|2025-06-30|GS|2
7536|2025-06-09|CH|4
460|2025-06-02|CH|2
520|2025-05-26|GS|1
7015|2025-05-26|CH|1
9500|2025-05-12|CH|1
1797|2025-04-28|CH|4
4635|2025-04-14|FU|3
4626|2025-04-07|FU|5
7494|2025-03-31|CH|1
2911|2025-03-24|CH|2
398|2025-03-10|CH|2
2973|2025-03-03|CH|1
9516|2025-02-24|CH|1
7916|2025-02-17|CH|1
580|2025-01-13|GS|4
