7468|2019-12-02|FU|5
7197|2019-11-25|FU|5
6675|2019-11-18|FU|3
6204|2019-11-11|CH|3
83|2019-10-28|CH|1
8297|2019-10-21|CH|2
7793|2019-10-14|CH|1
2136|2019-10-07|FU|5
9132|2019-09-30|CH|1
448|2019-09-09|CH|1
1763|2019-09-02|CH|1
3473|2019-08-26|CH|3
6809|2019-08-12|CH|5
8266|2019-08-05|CH|1
7922|2019-07-29|CH|4
600|2019-07-22|CH|2
9198|2019-07-15|CH|3
540|2019-07-01|GS|1
9196|2019-07-01|CH|1
9005|2019-06-17|CH|1
3824|2019-04-29|CH|1
9171|2019-04-08|CH|2
7874|2019-03-18|CH|4
9162|2019-02-25|CH|3
854|2019-02-18|CH|4
695|2019-02-04|CH|2
9154|2019-01-28|CH|2
7845|2019-01-21|CH|1
7318|2019-01-07|CH|4
9152|2018-12-31|CH|1
