3127|2026-09-21|CH|0
448|2026-09-14|CH|5
784|2026-09-07|CH|1
2933|2026-08-31|CH|1
560|2026-08-31|GS|1
8392|2026-08-10|CH|2
221|2026-07-20|CH|1
439|2026-07-13|250|2
9351|2026-07-06|CH|3
540|2026-06-29|GS|1
9835|2026-06-15|CH|1
7536|2026-06-08|CH|3
558|2026-06-01|CH|4
3105|2026-05-18|CH|3
7707|2026-05-04|CH|2
1797|2026-04-27|CH|5
2151|2026-04-20|CH|2
9687|2026-04-06|CH|3
2987|2026-03-30|CH|1
9171|2026-03-16|CH|1
3406|2026-03-09|CH|3
3065|2026-03-02|CH|1
9695|2026-02-23|CH|2
2965|2026-02-02|CH|2
9452|2026-01-26|CH|1
3053|2026-01-19|CH|4
1210|2026-01-12|CH|3
