2955|2025-11-17|CH|3
4448|2025-10-06|FU|3
4444|2025-09-29|FU|4
2891|2025-09-15|CH|4
7085|2025-09-08|CH|1
1763|2025-09-01|CH|2
2120|2025-08-04|CH|2
4372|2025-07-28|FU|5
9868|2025-07-14|FU|5
2877|2025-06-30|CH|1
3463|2025-06-23|CH|1
9835|2025-06-16|CH|1
9001|2025-06-09|CH|3
4724|2025-06-02|FU|2
7015|2025-05-26|CH|1
4696|2025-05-19|FU|3
416|2025-05-05|1000|1
4646|2025-04-21|FU|5
4613|2025-03-24|FU|3
4552|2025-02-24|FU|1
4918|2025-02-10|FU|3
4502|2025-02-03|FU|4
4486|2025-01-27|FU|1
8155|2025-01-20|FU|5
