8312|2025-11-24|CH|3
854|2025-11-17|CH|1
341|2025-11-03|250|3
444|2025-10-27|CH|3
2823|2025-10-06|CH|5
7742|2025-09-22|CH|2
2891|2025-09-15|CH|5
448|2025-09-08|CH|1
9556|2025-09-01|CH|2
560|2025-08-25|GS|1
2935|2025-08-04|CH|1
9542|2025-07-28|CH|3
9198|2025-07-14|CH|5
526|2025-07-07|CH|1
1214|2025-06-30|CH|5
540|2025-06-30|GS|1
7740|2025-06-16|CH|4
9003|2025-06-09|CH|2
460|2025-06-02|CH|1
520|2025-05-26|GS|1
600|2025-05-05|CH|2
9514|2025-04-14|CH|1
2989|2025-04-07|CH|3
2987|2025-03-31|CH|2
2855|2025-03-24|CH|1
2973|2025-03-03|CH|3
9516|2025-02-24|CH|2
2839|2025-02-10|CH|1
9623|2025-02-03|CH|1
2979|2025-01-20|CH|1
580|2025-01-13|GS|1
