6055|2023-10-30|CH|1
8297|2023-10-16|CH|3
7339|2023-10-09|CH|1
1768|2023-10-02|CH|5
2803|2023-09-25|CH|3
8281|2023-09-18|CH|2
7316|2023-09-11|CH|2
6242|2023-08-21|250|1
2885|2023-08-14|CH|2
9560|2023-08-07|CH|5
586|2023-07-31|CH|2
59|2023-07-24|CH|1
877|2023-07-17|CH|2
2797|2023-07-10|CH|2
2883|2023-07-03|CH|1
534|2023-06-19|FU|5
2875|2023-06-12|CH|3
2873|2023-06-05|CH|3
9188|2023-05-29|CH|6
6632|2023-05-01|FU|5
6608|2023-04-24|FU|4
6963|2023-04-17|CH|1
2867|2023-04-10|CH|4
213|2023-04-03|CH|1
8201|2023-03-20|FU|1
8191|2023-03-13|FU|1
7911|2023-03-06|CH|1
7468|2023-02-20|FU|5
7197|2023-02-13|FU|4
8175|2023-02-06|FU|3
5018|2023-01-30|CH|3
580|2023-01-16|GS|2
7393|2023-01-02|CH|1
