4630|2023-12-11|PZ|0
2899|2023-11-13|CH|1
341|2023-11-06|250|1
7793|2023-10-30|CH|1
1208|2023-10-16|CH|1
7395|2023-10-09|CH|3
6307|2023-10-02|CH|2
7913|2023-09-25|CH|1
2891|2023-09-18|CH|3
448|2023-09-11|CH|1
560|2023-08-28|GS|1
6809|2023-08-07|CH|5
9542|2023-07-31|CH|1
414|2023-07-24|500|3
9198|2023-07-17|CH|2
526|2023-07-10|CH|3
540|2023-07-03|GS|2
741|2023-06-26|250|3
311|2023-06-19|500|1
7740|2023-06-12|CH|1
1204|2023-05-29|CH|2
520|2023-05-29|GS|2
2871|2023-05-15|CH|2
416|2023-05-08|1000|2
600|2023-05-01|CH|3
1536|2023-04-24|1000|1
213|2023-04-03|CH|4
8375|2023-03-27|CH|4
8362|2023-03-20|FU|3
9829|2023-03-13|FU|2
7911|2023-03-06|CH|1
2849|2023-02-20|CH|2
398|2023-02-13|CH|4
7652|2023-01-30|CH|2
4284|2023-01-23|FU|4
2801|2023-01-16|CH|2
301|2023-01-09|250|1
