6694|2017-12-04|FU|1
6692|2017-11-27|FU|1
7345|2017-10-16|CH|5
7339|2017-10-09|CH|1
3351|2017-10-02|CH|4
1768|2017-09-25|CH|5
215|2017-08-14|FU|5
205|2017-08-07|FU|5
488|2017-07-31|FU|5
551|2017-07-17|FU|5
572|2017-07-10|FU|4
256|2017-06-26|FU|4
214|2017-06-19|FU|1
207|2017-06-12|FU|4
7551|2017-05-29|FU|4
349|2017-05-15|FU|1
683|2017-05-08|FU|5
458|2017-04-03|FU|3
454|2017-03-20|FU|2
452|2017-03-13|FU|2
431|2017-02-27|FU|2
238|2017-02-20|FU|1
738|2017-01-23|FU|3
7652|2017-01-16|CH|1
114|2017-01-09|FU|3
