4238|2022-10-17|FU|1
7339|2022-10-10|CH|1
1768|2022-10-03|CH|2
8281|2022-09-19|CH|2
7316|2022-09-12|CH|3
7973|2022-08-29|CH|3
2789|2022-08-15|CH|1
7109|2022-08-08|FU|3
6632|2022-08-01|FU|1
6608|2022-07-25|FU|1
9533|2022-07-18|CH|2
6090|2022-07-11|FU|1
275|2022-06-27|FU|2
4124|2022-06-20|FU|2
899|2022-05-30|FU|4
7404|2022-05-23|FU|1
9849|2022-05-16|FU|1
7400|2022-05-09|FU|1
7386|2022-05-02|FU|1
7383|2022-04-25|FU|2
9840|2022-04-18|FU|1
7328|2022-04-04|FU|1
8158|2022-03-21|FU|1
8156|2022-03-14|FU|1
8194|2022-03-07|FU|2
8170|2022-02-28|FU|2
8144|2022-01-17|FU|1
