5122|2026-09-14|DC|1
9120|2026-09-07|CH|1
560|2026-08-31|GS|1
3009|2026-08-17|CH|4
3131|2026-08-10|CH|2
221|2026-07-20|CH|4
9198|2026-07-13|CH|1
3101|2026-07-06|CH|2
540|2026-06-29|GS|2
3115|2026-06-15|CH|1
321|2026-06-08|250|4
460|2026-06-01|CH|1
2993|2026-05-25|CH|1
2997|2026-04-27|CH|5
2995|2026-04-20|CH|5
5274|2026-04-06|FU|5
4606|2026-03-23|FU|4
4590|2026-03-16|FU|5
398|2026-03-09|CH|3
4555|2026-02-23|FU|3
4543|2026-02-16|FU|5
4534|2026-02-09|FU|4
9623|2026-02-02|CH|1
2831|2026-01-19|CH|1
580|2026-01-19|GS|1
2205|2026-01-05|CH|1
