5287|2024-12-16|PZ|0
4257|2024-11-25|FU|5
4468|2024-11-18|FU|5
4466|2024-11-11|FU|3
6684|2024-11-04|FU|4
6681|2024-10-28|FU|1
4451|2024-10-14|FU|5
7181|2024-10-07|FU|5
9542|2024-07-29|CH|2
221|2024-07-22|CH|2
4361|2024-07-15|FU|5
4360|2024-07-08|FU|4
3463|2024-06-24|CH|1
4764|2024-06-17|FU|4
7536|2024-06-10|CH|1
558|2024-06-03|CH|1
2869|2024-05-20|CH|1
2871|2024-05-13|CH|1
600|2024-05-06|CH|5
1797|2024-04-22|CH|2
9514|2024-04-15|CH|3
4606|2024-03-25|FU|5
4590|2024-03-18|FU|3
4575|2024-03-11|FU|3
6961|2024-02-26|CH|1
7100|2024-02-19|CH|1
7808|2024-02-12|CH|2
2837|2024-01-22|CH|2
2801|2024-01-15|CH|2
580|2024-01-15|GS|1
2791|2024-01-01|CH|3
