code,year,url,url_event,event_id,event_name,event_type,event_date,round,wl,opp_code,opp_first,opp_last,score,reason,is_bye,has_stats_atp,file,level,ref_id,ref_source,itf_confirmed,itf_key,draw,sources,in_sackmann,in_tml,in_tennis_data,in_otd,in_live_tennis_api,in_charting,in_slam_points,in_polymarket,box_sackmann,box_tml,slam_point_rows,score_states,closing_odds,market_prices,depth,depth_label,walkover,why_missing,player
CH12,2014,en/scores/match-stats/archive/2014/205/ms025,205,205,Germany F10,FU,2014-07-28,R32,W,PB97,Andrei,Plotniy,6-1 6-2,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/205/ms025:PB97,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/232/ms001,232,232,Germany F12,FU,2014-08-11,F,L,H997,Yannick,Hanfmann,5-7 1-6,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/232/ms001:H997,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/232/ms003,232,232,Germany F12,FU,2014-08-11,SF,W,HB31,Johannes,Haerteis,7-6(5) 6-0,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/232/ms003:HB31,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/232/ms006,232,232,Germany F12,FU,2014-08-11,QF,W,LA01,Marko,Lenz,4-6 6-1 7-5,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/232/ms006:LA01,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/232/ms013,232,232,Germany F12,FU,2014-08-11,R16,W,W725,Paul,Woerner,6-3 5-7 6-3,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/232/ms013:W725,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/232/ms026,232,232,Germany F12,FU,2014-08-11,R32,W,GC03,Teri,Groll,6-4 6-1,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/232/ms026:GC03,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/7111/ms001,7111,7111,Belgium F12,FU,2014-08-18,F,W,CG32,Julien,Cagnina,3-6 6-4 7-6(3),,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/7111/ms001:CG32,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/7111/ms003,7111,7111,Belgium F12,FU,2014-08-18,SF,W,SS61,Omar,Salman,7-6(4) 6-1,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/7111/ms003:SS61,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/7111/ms006,7111,7111,Belgium F12,FU,2014-08-18,QF,W,GC98,Juan Matias,Gonzalez Carrasco,7-6(5) 7-6(2),,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/7111/ms006:GC98,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/7111/ms013,7111,7111,Belgium F12,FU,2014-08-18,R16,W,PF36,David,Perez Sanz,6-4 6-2,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/7111/ms013:PF36,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/7111/ms026,7111,7111,Belgium F12,FU,2014-08-18,R32,W,TG55,Lucas,Trentin,6-1 6-2,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/7111/ms026:TG55,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/3628/ms022,3628,3628,Trnava,CH,2014-09-15,R32,L,MA38,Jan,Mertl,1-6 0-6,,False,True,CH12_2014.txt,Challenger main draw,CH12:atp:2014/3628/ms022:MA38,atp,False,,,"sackmann,tml",True,True,False,False,False,False,False,False,True,True,False,False,False,False,3,Result + serve/return totals,False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/4085/ms016,4085,4085,France F20,FU,2014-09-22,R32,L,N670,Hugo,Nys,3-6 7-6(5) 5-7,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/4085/ms016:N670,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/2136/ms014,2136,2136,Germany F14,FU,2014-09-29,R16,L,F762,Florian,Fallert,5-7 4-6,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/2136/ms014:F762,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/2136/ms029,2136,2136,Germany F14,FU,2014-09-29,R32,W,HB04,Christian,Hirschmueller,6-3 6-3,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/2136/ms029:HB04,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/2139/ms009,2139,2139,Germany F15,FU,2014-10-06,R16,L,KC51,Peter,Kobelt,6-4 2-6 6-7(6),,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/2139/ms009:KC51,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/2139/ms018,2139,2139,Germany F15,FU,2014-10-06,R32,W,N824,Pavel,Nejedly,7-5 6-2,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/2139/ms018:N824,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/2140/ms022,2140,2140,Germany F16,FU,2014-10-13,R32,L,W655,Matthias,Wunner,4-6 2-6,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/2140/ms022:W655,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
CH12,2014,en/scores/match-stats/archive/2014/6668/ms025,6668,6668,Turkey F40,FU,2014-11-10,R32,L,MM56,Denys,Mylokostov,4-6 6-1 3-6,,False,False,CH12_2014.txt,ITF main draw,CH12:atp:2014/6668/ms025:MM56,atp,False,,,sackmann,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,"Result, no statistics",False,,Jan Choinski
