code,source,source_file,source_row,date,date_kind,event_name,tourney_id,tourney_level,round,opp_name,opp_id,won,score,id_matches,name_matches,second_record,has_box,stat_fields,has_minutes,svpt_w,svpt_l,has_odds,lta_match_id,score_states,chart_id,slam,has_points,market_id,has_prices,ref_id,link,gap_days,date_disagrees,opp_disagrees,elsewhere,player
O0A2,sackmann,atp_matches_qual_chall_2025.csv,5759,2025-06-09,tournament week,Lyon CH,2025-7536,C,R32,Juan Pablo Ficovich,126663,True,7-5 6-3,True,True,False,True,18.0,True,83,79,,,,,,,,,O0A2:atp:2025/7536/ms019:FA43,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,6717,2025-07-14,tournament week,Bunschoten CH,2025-9198,C,R16,Max Houkes,208069,True,6-4 7-5,True,True,False,True,18.0,True,71,73,,,,,,,,,O0A2:atp:2025/9198/ms014:H0CX,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,6731,2025-07-14,tournament week,Bunschoten CH,2025-9198,C,R32,Lorenzo Giustino,105841,True,7-5 6-2,True,True,False,True,18.0,True,53,70,,,,,,,,,O0A2:atp:2025/9198/ms028:GA79,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,7027,2025-07-21,tournament week,Tampere CH,2025-0221,C,R32,Aristotelis Thanos,209362,True,6-4 6-3,True,True,False,True,18.0,True,62,59,,,,,,,,,O0A2:atp:2025/221/ms031:T0EI,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,8485,2025-09-08,tournament week,Guangzhou Huangpu CH,2025-2937,C,R16,James Mccabe,210317,True,6-1 4-1 RET,True,True,False,True,18.0,True,32,47,,,,,,,,,O0A2:atp:2025/2937/ms013:M0OQ,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,8498,2025-09-08,tournament week,Guangzhou Huangpu CH,2025-2937,C,R32,Ilia Simakin,209899,True,6-2 6-4,True,True,False,True,18.0,True,65,71,,,,,,,,,O0A2:atp:2025/2937/ms026:S0O6,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2025.csv,9045,2025-09-22,tournament week,Jingshan CH,2025-3013,C,R32,Yu Hsiou Hsu,200318,True,7-6(4) 6-1,True,True,False,True,18.0,True,54,62,,,,,,,,,O0A2:atp:2025/3013/ms030:H09F,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,2534,2026-03-09,tournament week,Cherbourg CH,2026-0398,C,R16,Lucas Poullain,131911,True,6-4 6-4,True,True,False,True,18.0,True,61,80,,,,,,,,,O0A2:atp:2026/398/ms013:PJ74,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,2547,2026-03-09,tournament week,Cherbourg CH,2026-0398,C,R32,Sascha Gueymard Wayenburg,209849,True,6-0 7-6(4),True,True,False,True,18.0,True,52,58,,,,,,,,,O0A2:atp:2026/398/ms026:G0GW,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4039,2026-04-20,tournament week,Abidjan 1 CH,2026-2995,C,F,Hamish Stewart,207171,True,7-6(5) 7-6(2),True,True,False,True,18.0,True,84,83,,,,,,,,,O0A2:atp:2026/2995/ms001:S0EX,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4040,2026-04-20,tournament week,Abidjan 1 CH,2026-2995,C,SF,Calvin Hemery,123921,True,6-4 6-0,True,True,False,True,18.0,True,49,51,,,,,,,,,O0A2:atp:2026/2995/ms002:HB48,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4042,2026-04-20,tournament week,Abidjan 1 CH,2026-2995,C,QF,Mert Alkaya,207368,True,1-6 6-2 7-5,True,True,False,True,18.0,True,92,76,,,,,,,,,O0A2:atp:2026/2995/ms004:A09Q,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4046,2026-04-20,tournament week,Abidjan 1 CH,2026-2995,C,R16,Cesar Bouchelaghem ,210726,True,6-2 6-4,True,True,False,True,18.0,True,56,60,,,,,,,,,O0A2:atp:2026/2995/ms008:B0ME,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4054,2026-04-20,tournament week,Abidjan 1 CH,2026-2995,C,R32,Robert Strombachs,207669,True,6-4 6-4,True,True,False,True,18.0,True,71,69,,,,,,,,,O0A2:atp:2026/2995/ms016:S0GV,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4268,2026-04-27,tournament week,Abidjan 2 CH,2026-2997,C,F,Michael Mmoh,111581,True,6-3 6-4,True,True,False,True,18.0,True,62,56,,,,,,,,,O0A2:atp:2026/2997/ms001:MP01,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4269,2026-04-27,tournament week,Abidjan 2 CH,2026-2997,C,SF,Eliakim Coulibaly,209131,True,2-6 6-3 6-1,True,True,False,True,18.0,True,73,87,,,,,,,,,O0A2:atp:2026/2997/ms002:C0HB,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4271,2026-04-27,tournament week,Abidjan 2 CH,2026-2997,C,QF,Mert Alkaya,207368,True,6-3 7-6(3),True,True,False,True,18.0,True,71,83,,,,,,,,,O0A2:atp:2026/2997/ms004:A09Q,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4275,2026-04-27,tournament week,Abidjan 2 CH,2026-2997,C,R16,Massimo Giunta,210668,True,6-7(6) 7-6(2) 6-0,True,True,False,True,18.0,True,98,115,,,,,,,,,O0A2:atp:2026/2997/ms008:G0I3,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_qual_chall_2026.csv,4283,2026-04-27,tournament week,Abidjan 2 CH,2026-2997,C,R32,Oscar Weightman,208267,True,6-3 6-2,True,True,False,True,18.0,True,51,43,,,,,,,,,O0A2:atp:2026/2997/ms016:W0AX,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,1927,2019-02-04,tournament week,M15 Sharm El Sheikh,2019-M-ITF-EGY-03A-2019,S,R32,Jose Fco Vidal Azorin,123812,True,6-4 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/8157/ms026:V846,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,4133,2019-04-22,tournament week,M15 Cairo,2019-M-ITF-EGY-14A-2019,S,R32,Vit Kopriva,200240,True,6-1 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/8257/ms031:KI82,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,4159,2019-04-29,tournament week,M15 Cairo,2019-M-ITF-EGY-15A-2019,S,R32,Ivan Krivic,124131,True,6-0 7-6(10),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6848/ms026:KE83,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,4712,2019-06-03,tournament week,M15 Singapore,2019-M-ITF-SGP-02A-2019,S,R32,Nikit Reddy,209045,True,6-0 2-2 RET,True,True,False,False,0.0,False,,,,,,,,,,,,unlinked,,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,8688,2019-07-29,tournament week,M15 Brussels,2019-M-ITF-BEL-03A-2019,S,R32,Theo Vandeweghe,209084,True,7-5 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/4066/ms030:V0DF,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,10535,2019-08-12,tournament week,M15 Koksijde,2019-M-ITF-BEL-04A-2019,S,R32,Adan Freire Da Silva,207676,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6303/ms017:F0BJ,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,10550,2019-08-12,tournament week,M15 Koksijde,2019-M-ITF-BEL-04A-2019,S,R16,Daniel De Jonge,207893,True,6-7(5) 6-3 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6303/ms008:D0CU,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,10558,2019-08-12,tournament week,M15 Koksijde,2019-M-ITF-BEL-04A-2019,S,QF,Simon Beaupain,202247,True,6-4 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6303/ms004:B0C3,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,10562,2019-08-12,tournament week,M15 Koksijde,2019-M-ITF-BEL-04A-2019,S,SF,Romain Barbosa,110468,True,2-6 6-4 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6303/ms002:BL05,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,10853,2019-10-07,tournament week,M15 Sharm El Sheikh,2019-M-ITF-EGY-23A-2019,S,R32,Jirat Navasirisomboon,127143,True,5-7 7-5 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6892/ms025:N831,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,12222,2019-08-05,tournament week,M15 Eupen,2019-M-ITF-BEL-05A-2019,S,R32,Shinnosuke Hiramatsu,200616,True,7-5 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6346/ms030:H09Y,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14098,2019-11-11,tournament week,M15 Meshref,2019-M-ITF-KUW-03A-2019,S,R32,Ricardo Rodriguez,106175,True,6-2 2-0 RET,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6448/ms016:RB00,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14114,2019-11-11,tournament week,M15 Meshref,2019-M-ITF-KUW-03A-2019,S,R16,Hong Kit Jack Wong,138846,True,6-0 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6448/ms008:WB15,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14122,2019-11-11,tournament week,M15 Meshref,2019-M-ITF-KUW-03A-2019,S,QF,Vitaliy Sachko,126964,True,6-0 7-6(2),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6448/ms004:SS25,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14126,2019-11-11,tournament week,M15 Meshref,2019-M-ITF-KUW-03A-2019,S,SF,Valentin Royer,208316,True,3-6 6-2 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6448/ms002:R0EB,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14128,2019-11-11,tournament week,M15 Meshref,2019-M-ITF-KUW-03A-2019,S,F,Kai Wehnelt,132999,True,6-3 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/6448/ms001:W712,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,14759,2019-11-25,tournament week,M15 Monastir,2019-M-ITF-TUN-50A-2019,S,R32,Matyas Fuele,200538,True,6-2 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/8360/ms026:F09U,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2019.csv,16367,2019-12-02,tournament week,M15 Monastir,2019-M-ITF-TUN-51A-2019,S,R32,Francesco Forti,209506,True,3-6 6-1 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2019/8365/ms024:F0A4,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,793,2020-11-16,tournament week,M15 Sharm El Sheikh,2020-M-ITF-EGY-31A-2020,15,R32,Arjun Kadhe,111459,True,6-4 5-7 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/9418/ms029:KD43,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,2585,2020-03-09,tournament week,M15 Loule,2020-M-ITF-POR-03A-2020,15,R32,Carlos Boluda Purkiss,106117,True,7-6(5) 3-6 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8186/ms027:BG72,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,2595,2020-03-09,tournament week,M15 Loule,2020-M-ITF-POR-03A-2020,15,R16,Jakub Paul,207605,True,6-3 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8186/ms013:P0D0,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,2611,2020-09-07,tournament week,M15 Sintra,2020-M-ITF-POR-07A-2020,15,R32,Natan Rodrigues,208372,True,6-2 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/6802/ms029:R0EK,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,2631,2020-09-14,tournament week,M15 Sintra,2020-M-ITF-POR-08A-2020,15,R32,Pedro Araujo,109694,True,7-5 3-6 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/6806/ms018:A0ES,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,2646,2020-09-14,tournament week,M15 Sintra,2020-M-ITF-POR-08A-2020,15,R16,Lucas Catarina,200031,True,6-2 7-6(5),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/6806/ms009:CN78,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,3277,2020-01-27,tournament week,M15 Monastir,2020-M-ITF-TUN-04A-2020,15,R32,Bogdan Bobrov,123847,True,6-3 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8154/ms027:BM05,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,3287,2020-01-27,tournament week,M15 Monastir,2020-M-ITF-TUN-04A-2020,15,R16,Benjamin Winter Lopez,206746,True,6-2 7-6(8),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8154/ms013:W09X,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,3292,2020-01-27,tournament week,M15 Monastir,2020-M-ITF-TUN-04A-2020,15,QF,Andrea Guerrieri,200462,True,6-4 5-7 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8154/ms006:G0A0,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2020.csv,3295,2020-01-27,tournament week,M15 Monastir,2020-M-ITF-TUN-04A-2020,15,SF,Luke Johnson,123854,True,1-6 6-4 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2020/8154/ms003:J543,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,539,2021-08-23,tournament week,M15 Huy,2021-M-ITF-BEL-03A-2021,15,R32,Buvaysar Gadamauri,207527,True,6-4 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/4066/ms020:G0CV,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,553,2021-08-23,tournament week,M15 Huy,2021-M-ITF-BEL-03A-2021,15,R16,Nicolas Tepmahc,208168,True,6-3 6-0,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/4066/ms010:T0BD,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,560,2021-08-23,tournament week,M15 Huy,2021-M-ITF-BEL-03A-2021,15,QF,Cayetano March,201995,True,6-3 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/4066/ms005:M0AA,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,573,2021-08-16,tournament week,M25 Koksijde,2021-M-ITF-BEL-04A-2021,25,R32,Marcel Marlon Sudzum,202341,True,6-1 7-6(3),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/6303/ms024:S0DB,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,608,2021-09-06,tournament week,M25 Eupen,2021-M-ITF-BEL-05A-2021,25,R32,Tibo Colson,209518,True,6-2 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/6346/ms028:C0I4,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,661,2021-05-24,tournament week,M25 Kiseljak,2021-M-ITF-BIH-02A-2021,25,R32,Fabian Marozsan,206681,True,6-3 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/1803/ms021:M0CI,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,674,2021-05-24,tournament week,M25 Kiseljak,2021-M-ITF-BIH-02A-2021,25,R16,Luka Todorovic,210059,True,6-0 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/1803/ms010:T0FP,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,698,2021-05-31,tournament week,M15 Sarajevo,2021-M-ITF-BIH-03A-2021,15,R32,Marko Stakusic ,210058,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/1805/ms028:S0M9,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,708,2021-05-31,tournament week,M15 Sarajevo,2021-M-ITF-BIH-03A-2021,15,R16,Alex Barrena,209875,True,6-4 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/1805/ms014:B0GY,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,4216,2021-10-25,tournament week,M25 Sarreguemines,2021-M-ITF-FRA-17A-2021,25,R32,Karlo Cubelic,202348,True,5-7 6-4 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/728/ms022:C0BQ,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,4229,2021-10-25,tournament week,M25 Sarreguemines,2021-M-ITF-FRA-17A-2021,25,R16,Antoine Bellier,134472,True,6-4 5-7 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/728/ms011:BP41,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,4235,2021-10-25,tournament week,M25 Sarreguemines,2021-M-ITF-FRA-17A-2021,25,QF,Gabriel Decamps,202183,True,6-0 1-0 RET,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/728/ms005:DG53,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,4238,2021-10-25,tournament week,M25 Sarreguemines,2021-M-ITF-FRA-17A-2021,25,SF,Jurgen Briand,200643,True,2-6 6-4 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/728/ms002:B0AY,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8469,2021-02-08,tournament week,M15 Monastir,2021-M-ITF-TUN-06A-2021,15,R32,Giovanni Mpetshi Perricard,208659,True,7-6(1) 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8166/ms030:M0GZ,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8478,2021-02-08,tournament week,M15 Monastir,2021-M-ITF-TUN-06A-2021,15,R16,Aziz Dougaz,144826,True,6-4 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8166/ms015:DF88,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8482,2021-02-08,tournament week,M15 Monastir,2021-M-ITF-TUN-06A-2021,15,QF,Benjamin Pietri,202125,True,3-6 6-3 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8166/ms007:P09S,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8484,2021-02-08,tournament week,M15 Monastir,2021-M-ITF-TUN-06A-2021,15,SF,Yannick Mertens,104963,True,3-6 6-1 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8166/ms003:MG08,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8485,2021-02-08,tournament week,M15 Monastir,2021-M-ITF-TUN-06A-2021,15,F,Alexander Erler,126623,True,6-1 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8166/ms001:E928,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8488,2021-02-15,tournament week,M15 Monastir,2021-M-ITF-TUN-07A-2021,15,R32,Jean Thirouin,132023,True,6-3 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8173/ms018:TG90,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8503,2021-02-15,tournament week,M15 Monastir,2021-M-ITF-TUN-07A-2021,15,R16,Naoki Nakagawa,111788,True,6-4 1-6 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8173/ms009:N707,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8510,2021-02-15,tournament week,M15 Monastir,2021-M-ITF-TUN-07A-2021,15,QF,Luca Giacomini,132837,True,7-5 4-6 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8173/ms004:GK24,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8514,2021-02-15,tournament week,M15 Monastir,2021-M-ITF-TUN-07A-2021,15,SF,Alexander Erler,126623,True,6-3 7-5,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8173/ms002:E928,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8613,2021-03-15,tournament week,M15 Monastir,2021-M-ITF-TUN-11A-2021,15,R32,Hazem Naw,208518,True,7-6(5) 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8212/ms021:N0BK,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8626,2021-03-15,tournament week,M15 Monastir,2021-M-ITF-TUN-11A-2021,15,R16,Ergi Kirkin,144985,True,1-6 6-0 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8212/ms010:KI48,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8633,2021-03-15,tournament week,M15 Monastir,2021-M-ITF-TUN-11A-2021,15,QF,Yanais Laurent,106016,True,6-3 6-0,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8212/ms005:LC18,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8636,2021-03-15,tournament week,M15 Monastir,2021-M-ITF-TUN-11A-2021,15,SF,Savva Polukhin,202234,True,6-2 4-6 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8212/ms002:P0B6,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8638,2021-03-15,tournament week,M15 Monastir,2021-M-ITF-TUN-11A-2021,15,F,Raphael Collignon,209920,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8212/ms001:C0JP,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,8672,2021-03-29,tournament week,M15 Monastir,2021-M-ITF-TUN-13A-2021,15,R32,Eliakim Coulibaly,209131,True,6-2 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8229/ms018:C0HB,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,9654,2021-11-08,tournament week,M15 Monastir,2021-M-ITF-TUN-45A-2021,15,R32,Guillaume Dermiens,207883,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8128/ms016:D0CR,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,9670,2021-11-08,tournament week,M15 Monastir,2021-M-ITF-TUN-45A-2021,15,R16,Thomas Deschamps,133880,True,6-3 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8128/ms008:D0FY,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2021.csv,9678,2021-11-08,tournament week,M15 Monastir,2021-M-ITF-TUN-45A-2021,15,QF,Giorgio Ricca,126464,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2021/8128/ms004:RD21,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,943,2022-06-20,tournament week,M25 Arlon,2022-M-ITF-BEL-01A-2022,25,R32,Ronan Joncour,131912,True,6-3 6-3,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/6588/ms028:J709,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,953,2022-06-20,tournament week,M25 Arlon,2022-M-ITF-BEL-01A-2022,25,R16,Franco Roncadelli,208364,True,6-2 6-0,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/6588/ms014:R0BT,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,958,2022-06-20,tournament week,M25 Arlon,2022-M-ITF-BEL-01A-2022,25,QF,Alexander Hoogmartens,209949,True,6-2 2-6 7-6(5),True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/6588/ms007:H0GE,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,960,2022-06-20,tournament week,M25 Arlon,2022-M-ITF-BEL-01A-2022,25,SF,Simon Beaupain,202247,True,7-6(7) 6-2,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/6588/ms003:B0C3,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,997,2022-06-13,tournament week,M15 Duffel,2022-M-ITF-BEL-03A-2022,15,R32,Benjamin Dhoe,133603,True,6-1 6-1,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/4066/ms020:DH54,linked,0.0,False,False,,Gauthier Onclin
O0A2,sackmann,atp_matches_futures_2022.csv,1011,2022-06-13,tournament week,M15 Duffel,2022-M-ITF-BEL-03A-2022,15,R16,Dax Donders,207439,True,7-6(6) 6-4,True,True,False,False,0.0,False,,,,,,,,,,,O0A2:atp:2022/4066/ms010:D0C2,linked,0.0,False,False,,Gauthier Onclin
